id,estado,fecha_cotizacion,fecha_expedicion_poliza,id_grupo_familiar,nro_cotizacion,nro_poliza,observaciones,vigencia_cotizacion,causante_id,estado_documentacion_id,tipo_calculo,consecutivo_cal_cotizacion,fecha_inicio_vigencia,causal_id,causal,estado_actual,estado_siguiente,observacion,tipo_cambio_automatico,codigo_estado_causal
1,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000001,POL-00000106,,2033-06-02,2,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
2,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000002,POL-00000105,,2034-12-20,1,2045,CAPITAL,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
3,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000004,POL-00000475,,2027-03-11,3,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
4,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000003,POL-00000474,,2034-09-22,4,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
5,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000005,POL-00000473,,2030-10-28,5,2045,CAPITAL,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
6,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000006,POL-00000103,,2032-11-29,6,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
7,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000007,POL-00000476,,2027-07-01,7,2045,CAPITAL,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
8,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000008,POL-00000109,,2027-09-07,10,2045,CAPITAL,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
9,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000009,POL-00000477,,2028-09-05,8,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
10,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000010,POL-00000104,,2033-04-18,9,2045,CAPITAL,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
11,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000011,POL-00000111,,2034-01-24,11,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
12,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000012,POL-00000130,,2030-06-24,13,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
13,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000013,POL-00000110,,2033-09-11,12,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
14,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000014,POL-00000120,,2035-06-03,14,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
15,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000015,POL-00000119,,2028-03-22,15,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
16,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000016,POL-00000107,,2031-11-01,16,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
17,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000017,POL-00000112,,2029-11-12,17,2045,CAPITAL,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
18,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000018,POL-00000124,,2026-08-16,18,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
19,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000019,POL-00000126,,2029-03-09,19,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
20,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000020,POL-00000128,,2034-11-01,20,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
21,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000021,POL-00000131,,2033-06-11,21,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
22,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000022,POL-00000132,,2035-05-14,22,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
23,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000023,POL-00000113,,2032-11-19,23,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
24,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000024,POL-00000116,,2035-05-27,25,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
25,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000025,POL-00000129,,2026-04-27,24,2045,CAPITAL,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
26,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000026,POL-00000115,,2032-04-28,26,2045,CAPITAL,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
27,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000027,POL-00000138,,2034-02-05,28,2045,CAPITAL,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
28,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000028,POL-00000114,,2033-01-21,27,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
29,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000029,POL-00000140,,2026-02-02,29,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
30,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000030,POL-00000141,,2026-02-02,30,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
31,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000031,POL-00000135,,2033-08-14,31,2045,CAPITAL,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
32,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000032,POL-00000133,,2029-08-07,32,2045,CAPITAL,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
33,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000033,POL-00000123,,2027-05-19,34,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
34,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000034,POL-00000136,,2032-06-16,33,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
35,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000035,POL-00000117,,2032-02-08,35,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
36,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000036,POL-00000118,,2028-08-06,36,2045,CAPITAL,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
37,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000037,POL-00000139,,2035-02-19,37,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
38,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000038,POL-00000127,,2032-10-19,38,2045,CAPITAL,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
39,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000039,POL-00000121,,2030-04-30,40,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
40,POLIZA_EMITIDA,2025-12-03,2025-12-03,0,COT-00000040,POL-00000108,,2030-10-30,39,2045,MESADA,1,2025-12-03,64,LA PÓLIZA FUE EMITIDA,EMITIR_POLIZA,POLIZA_EMITIDA,,false,1355
